enrollment_id,y_test_real,y_pred_modelo,probabilidad_desercion
188,0,0,0.37762022047117244
191,0,0,0.2473186713607866
194,1,0,0.1372198125811219
197,0,0,0.038428956679587394
202,0,0,0.24701519990168555
203,1,1,0.6290608935622947
205,0,0,0.20236713224713906
207,0,1,0.7007619615490653
210,0,0,0.4133384356216221
211,1,1,0.8558722906519519
213,0,0,0.04034709607940137
215,1,1,0.6326473091265987
217,0,0,0.1412875597531363
218,0,0,0.42731213772862603
220,1,1,0.7001929943118944
224,0,0,0.28711132227471825
225,0,0,0.4142924173199897
229,0,0,0.16256941410037046
232,0,0,0.027773549610147958
236,0,0,0.31753900024797554
237,0,1,0.6003046283145854
243,1,0,0.32837724460679524
246,0,1,0.5345072926943649
253,0,0,0.09963846754481484
259,0,0,0.06411159475822276
263,0,1,0.6606554664615589
271,0,0,0.06342005480841811
273,0,0,0.20099879762629091
274,1,1,0.8598106427760706
276,0,0,0.08142702986402833
283,1,1,0.7334294322543322
287,0,1,0.5040446095434721
289,0,0,0.3583961288606686
290,0,1,0.5614750015990941
291,0,0,0.0451632321562963
296,0,1,0.5308090552280954
299,1,0,0.2120266018321941
300,0,0,0.02846292058392365
303,0,0,0.3513681286242212
306,1,0,0.3818476749836516
308,0,1,0.6361316879327131
312,0,0,0.005894277929662532
318,1,1,0.8598106427760706
326,1,1,0.7384158291192072
328,1,0,0.477886704809387
330,0,0,0.26041386622972784
331,0,0,0.4742562559301739
333,0,0,0.03869541651367053
336,1,1,0.8649212387735312
342,0,0,0.31749403330931886
347,1,1,0.824635291229018
348,0,1,0.6172967763092452
350,0,0,0.48682494747775923
356,0,0,0.19017371750998913
359,1,1,0.652876805808872
362,1,1,0.8558722906519519
363,0,0,0.06429279557426305
365,0,0,0.0045509533028873445
368,0,0,0.1505734868363745
369,0,0,0.3106688248229134
372,1,1,0.7822187210122054
378,1,0,0.4202041640555212
380,1,1,0.8611032659005595
381,0,0,0.03734856656506356
383,1,1,0.8628111979049519
384,1,1,0.5949803155586278
385,0,0,0.018537100584766406
389,0,0,0.025272768655418974
391,0,1,0.52351007118934
392,0,1,0.8538005708354561
395,0,0,0.06640021258971443
397,1,1,0.8632354118195031
401,0,0,0.2536369028380816
404,0,0,0.12151133722810682
405,1,1,0.8290319517277026
408,0,0,0.06877080914839731
409,1,1,0.863658521266661
411,0,0,0.39872633762426557
413,0,1,0.7479942896246229
415,0,0,0.44286260426609564
416,0,1,0.793069426579057
417,1,1,0.8632354118195031
418,1,1,0.8623858779348847
422,0,0,0.1307740111495358
423,0,0,0.02072733701256091
427,0,1,0.6349958525538834
430,0,1,0.8151117755244618
434,0,0,0.011641468244675776
437,0,0,0.41938450797656635
439,0,0,0.019063524605814806
440,0,0,0.02684301925444029
443,0,0,0.36819376241213975
449,0,0,0.05111798139364179
453,1,0,0.4383023005288582
456,0,1,0.573186419039372
457,1,1,0.863658521266661
465,0,0,0.1760492403289353
468,0,1,0.6204979570610486
470,0,0,0.4090922067132542
472,0,0,0.2479675846926065
473,0,1,0.6460285932526425
476,0,1,0.6714977222410863
477,0,0,0.22466129994759776
478,0,0,0.00931668923979867
479,0,0,0.35321770432713107
481,0,1,0.773310515698677
483,0,0,0.27372198146022714
485,1,1,0.5680896102419078
488,1,1,0.7191154014787404
489,0,0,0.06173199079317318
492,1,0,0.17080764423348196
494,1,1,0.8049134321806115
495,1,1,0.7871850695573267
498,0,0,0.4294551833536503
499,1,1,0.5611477265202128
502,0,0,0.09255913433560409
503,0,1,0.5375476805286379
504,0,0,0.04022048069942627
506,0,0,0.4419535489651025
508,1,0,0.36374701938776643
510,0,1,0.6098418083333631
513,0,0,0.08874131492588028
519,0,0,0.06925439622612253
521,0,0,0.1408927050009158
524,0,1,0.8277406094968913
528,1,1,0.8632354118195031
531,1,1,0.8401589931142693
537,1,1,0.6529076212192362
538,1,1,0.863658521266661
539,0,0,0.2080333829773936
540,1,1,0.6927757417826621
542,1,0,0.40586099457414626
549,0,1,0.5846902668967726
551,0,0,0.32420574128678925
554,0,0,0.02762150198737301
557,1,0,0.014239658556508564
559,1,1,0.7930848350235187
560,0,0,0.2162667497672886
563,0,1,0.6908204813785006
564,0,0,0.4806672440429633
565,0,0,0.15753215115125352
567,0,0,0.24568845837245518
568,0,0,0.17432073943403342
569,0,0,0.025126862854190767
570,0,0,0.3380737346990229
571,0,0,0.02457657134637646
573,0,1,0.6218335849618695
574,1,0,0.3483738067435381
575,0,0,0.45750920573935894
577,1,0,0.25865950038552005
578,1,0,0.13858674649798802
585,0,1,0.6012608371061645
586,1,1,0.8598106427760706
593,0,0,0.4658478199445373
595,0,0,0.02796554184382284
596,0,0,0.060511703263278004
597,0,0,0.0006941640071907549
601,0,0,0.0696331367820624
604,0,1,0.6946396243020678
605,0,0,0.20594525899628346
607,1,1,0.8527458712323526
608,0,0,0.16735589344786694
610,0,0,0.22542394903756702
618,1,0,0.23271082733462153
619,1,1,0.7545866169289525
622,1,1,0.6197023610080398
623,1,0,0.22845649017401226
624,1,1,0.8576339105147418
626,0,0,0.16909682691604122
628,0,0,0.34857576841319227
631,0,1,0.6563210296586636
632,0,1,0.629747688503837
637,0,0,0.3387657527639318
640,0,0,0.007652606932695637
641,1,1,0.8628111979049519
642,1,1,0.863658521266661
647,1,1,0.6517551771713431
648,0,0,0.1363219811711457
649,1,1,0.8513888940921841
651,0,0,0.10517282169593824
653,1,1,0.6919265463588565
655,1,1,0.8567553558444999
656,0,0,0.19802552715020777
657,1,1,0.8623858779348847
664,1,1,0.5964194485998292
665,1,0,0.21811951835542376
666,0,0,0.05297848700530241
669,0,0,0.29182417791182935
670,1,1,0.7883849248154192
671,1,0,0.45216102009340975
672,0,0,0.09335022692023448
674,1,1,0.8632354118195031
675,0,0,0.10408856310769586
679,1,1,0.5772434422362526
681,0,0,0.13480556123469287
684,0,1,0.7639949801086803
688,1,1,0.8589433116056582
694,1,0,0.3397797980616897
696,0,0,0.27134844092362825
698,0,0,0.04108598622064127
702,0,0,0.37303886746623566
706,0,0,0.07438352568077139
708,1,0,0.2987721692106169
710,1,1,0.8640805278404738
716,1,1,0.8619594503271681
720,0,0,0.060912073975071715
729,0,0,0.1358534995761542
732,1,1,0.8602426320901535
735,1,1,0.6735465874882836
737,0,1,0.8585079666788364
739,0,0,0.007432013604712894
741,0,0,0.1831322925438619
747,1,0,0.49629014060433707
748,0,1,0.7113840331365702
754,0,0,0.08218318844839849
755,1,0,0.18103933468233327
759,0,1,0.5046286204657965
764,0,0,0.3901475979115907
765,0,0,0.0811160573057968
766,1,1,0.863658521266661
767,0,1,0.7660937504768109
770,1,1,0.6796558159698274
772,1,1,0.5856268728606588
776,1,1,0.8010647359598267
779,1,1,0.8509342801398047
782,1,0,0.2892807708658448
784,1,0,0.14582696544659826
786,1,0,0.37642037356145325
787,0,1,0.7907193979943691
794,1,0,0.4135582329893347
795,1,1,0.8640805278404738
798,1,1,0.8649212387735312
801,1,1,0.5918487381567732
807,1,1,0.863658521266661
808,0,0,0.17018669053905405
811,0,0,0.32644640892514654
812,0,0,0.2053041012995215
813,0,1,0.6349974034129398
814,0,1,0.5944219626304731
816,1,1,0.617488883133111
817,1,1,0.6595235454419811
823,0,0,0.04030614891351325
826,1,1,0.5771882872093418
828,0,0,0.31830761446365513
829,0,0,0.17862784861166836
831,1,1,0.8598106427760706
832,0,0,0.36898678223906245
834,1,1,0.8649212387735312
836,1,1,0.8632354118195031
842,1,1,0.8121348781821034
846,1,1,0.8401589931142693
847,1,1,0.519734736289431
849,0,1,0.5379032922084561
851,0,0,0.10605973593942182
855,0,0,0.11502941156629022
856,1,1,0.848643985564952
857,0,0,0.05728982171958131
859,1,0,0.4164285451649573
864,0,0,0.14557162916336655
867,0,0,0.007053854375837228
869,0,0,0.013037434430660093
876,0,0,0.15764699296547263
879,1,1,0.7662759375135086
880,0,1,0.657247699002499
881,1,1,0.6697455656716929
883,1,1,0.8118305510854769
886,1,1,0.835280873640207
889,1,1,0.6944522308139597
892,0,0,0.24328316145236084
894,1,1,0.778647348713198
896,1,0,0.3309965554745871
897,1,1,0.5697523957116742
898,1,1,0.5559428040642793
902,0,0,0.07408283759963265
905,1,1,0.8649212387735312
908,0,0,0.08291886703364021
909,1,1,0.820444978173191
910,0,0,0.4269239424763369
913,0,0,0.16328761745890102
914,0,0,0.0307395141969744
915,1,1,0.8619594503271681
918,0,0,0.3816888216648729
920,0,0,0.20670290420662546
926,1,1,0.8632354118195031
927,0,0,0.08121364383662338
928,1,1,0.8377347133112312
929,0,0,0.18224680954685402
931,1,0,0.17404880591285135
932,0,0,0.07602214672690938
934,0,0,0.4672048607825904
943,1,1,0.7771317209693646
947,0,0,0.34215858852606906
948,0,0,0.04186343822481737
949,0,0,0.2443908484722621
957,0,0,0.2733858509701574
968,1,1,0.7287262193996604
969,0,0,0.17137465640451752
972,0,0,0.32902022891584237
973,0,0,0.021664975473725527
975,0,0,0.41848323596871595
977,0,0,0.13103802909895007
979,0,0,0.1842395852842642
981,0,0,0.43490659166468576
983,0,1,0.6304766245399124
990,0,0,0.21407697659081107
993,0,1,0.5851717013676407
995,1,1,0.8074057296369754
1003,0,0,0.36913821181569034
1004,0,0,0.19739239531477398
1009,0,0,0.283165204157811
1010,0,0,0.08245128417962695
1012,0,0,0.007316600454815597
1013,0,0,0.2144621957573154
1014,1,1,0.787132067917148
1016,0,0,0.18628415802765638
1017,1,1,0.5105015044101939
1025,0,1,0.7251432211037057
1026,0,0,0.09850655104836753
1027,0,1,0.5164502251318536
1032,0,0,0.30137235649521
1034,0,0,0.44830569627383976
1036,0,1,0.649624556363786
1038,0,0,0.23671717181396706
1039,0,0,0.1576636186206517
1042,1,1,0.6381654102667551
1047,1,1,0.736130842514847
1048,1,1,0.8353044631918973
1053,0,0,0.08828562696124843
1055,0,0,0.19273097535301026
1059,0,0,0.033761126281803014
1060,0,0,0.2908102728925051
1061,1,1,0.7344843212079452
1062,0,0,0.4515915488825196
1063,0,0,0.09684286202369573
1064,0,0,0.4936059776679632
1067,1,1,0.7963866161783266
1068,1,1,0.8571951962464495
1070,1,1,0.7963866161783266
1071,0,0,0.3271869409535671
1079,0,0,0.008189426201601905
1081,0,0,0.13111444355354385
1083,0,0,0.0466747398835774
1093,1,1,0.858071500154813
1094,0,1,0.7809083008594209
1097,0,0,0.05582202285679179
1100,1,1,0.8292702191496731
1102,0,0,0.2605047340217546
1104,1,0,0.18205284819616718
1105,0,1,0.5982998722057529
1106,0,0,0.30404404959344955
1109,1,1,0.6456389383225257
1111,0,0,0.3128164983517656
1113,1,0,0.40287197712086953
1114,0,0,0.267410002751081
1115,1,1,0.8611032659005595
1117,0,1,0.7262614588289958
1120,1,1,0.6365712697198681
1121,0,0,0.2591406780618806
1123,0,0,0.05669361770694312
1125,1,1,0.7922174449651309
1127,1,0,0.0156187947884825
1130,1,0,0.4133222240358071
1132,1,0,0.4728086619307521
1146,0,1,0.8598106427760706
1148,0,1,0.6020867203487955
1151,1,1,0.863658521266661
1152,0,0,0.16624352027226882
1155,0,0,0.4551746389592284
1156,1,0,0.3148468475830672
1157,0,0,0.07368629366344419
1159,1,1,0.7714780162659638
1160,0,0,0.12155119828052914
1161,0,0,0.39313718924859836
1165,1,1,0.7246184860924415
1166,1,1,0.8649212387735312
1171,0,0,0.3780058809623491
1173,0,0,0.3477778358092081
1175,0,0,0.34805838980763826
1184,1,1,0.6999399812438527
1189,0,0,0.0751963741572749
1193,1,1,0.8649212387735312
1194,1,0,0.10719999425690756
1197,1,0,0.3171697780001042
1198,1,1,0.699493556650105
1200,1,0,0.2792945825566157
1205,0,0,0.14872838889263276
1207,0,0,0.4542161966095744
1208,1,1,0.863658521266661
1209,1,1,0.6515893871304091
1210,0,0,0.40672701790841514
1211,0,1,0.7462901667923231
1214,1,1,0.8649212387735312
1215,0,0,0.06282930313658029
1217,0,1,0.7273237240073481
1218,0,0,0.49498571794016
1219,1,0,0.2602575836721922
1220,0,0,0.18507729561261313
1221,0,0,0.08450445481300561
1224,0,0,0.37884571895217056
1226,0,0,0.15445770594228017
1229,0,0,0.15885434433080292
1231,0,1,0.5246612283208524
1232,0,1,0.8589433116056582
1234,0,1,0.720531719403873
1236,0,0,0.3189080201636401
1237,1,1,0.8563143878102579
1238,0,1,0.5720195255615772
1239,0,0,0.1653694887971576
1242,0,0,0.355806462844298
1245,1,1,0.8302839540117882
1247,0,1,0.8536448162760395
1251,1,1,0.7963866161783266
1254,0,0,0.37929003686357726
1256,1,1,0.5005604528422515
1259,0,0,0.09598588222156659
1261,0,0,0.23192443031649898
1262,1,0,0.39197869346818043
1265,0,0,0.2322371215461846
1267,1,1,0.7848232183359835
1272,0,0,0.3889074208089219
1275,1,0,0.3554612142715928
1276,0,0,0.22660847032057374
1277,0,1,0.7382347530158264
1279,1,1,0.5860050691998931
1282,0,0,0.21325202207387778
1286,0,1,0.5902374109583268
1291,1,0,0.3531530330236801
1293,0,0,0.027483439698868888
1298,0,1,0.659663848449053
1300,0,0,0.0483206097856085
1302,0,0,0.2827728448269909
1304,1,0,0.3007281796629562
1305,0,0,0.41058436852217256
1307,0,1,0.6534721383207973
1314,0,0,0.05803638832547942
1317,0,1,0.6592931887831475
1319,0,0,0.1788357351023065
1320,0,0,0.35641556265776325
1324,1,1,0.7871183384578693
1325,0,1,0.7172293748723766
1326,1,1,0.7362227150246305
1327,1,1,0.7707095856488889
1329,1,1,0.8193852582241019
1330,1,0,0.22864640475697548
1332,0,1,0.5614750015990941
1333,0,0,0.4165671636910199
1334,0,0,0.07010938320810471
1335,0,0,0.39167082221215244
1336,0,0,0.21740839560186348
1338,1,1,0.6687906837398927
1346,0,0,0.16377864875211326
1347,1,0,0.41702875644835663
1354,0,0,0.31595391342957607
1355,1,1,0.7910993898217905
1356,1,1,0.8124510203779195
1359,0,1,0.7416677739814382
1360,1,1,0.8615319135057176
1361,1,1,0.747450292633204
1362,0,0,0.15800262869800205
1368,0,0,0.39259509040138485
1369,1,1,0.8334325576861971
1370,0,0,0.4630711243040084
1374,1,0,0.3667911865976652
1375,1,1,0.8090742572031522
1382,1,1,0.8623858779348847
1383,0,0,0.3363532765101059
1384,1,0,0.44525933260953005
1385,0,0,0.2658774181391733
1388,1,1,0.8649212387735312
1395,1,1,0.8619594503271681
1396,0,0,0.003527836467433594
1400,0,0,0.34787237685756695
1403,1,1,0.7079963633086389
1411,1,0,0.4399487729027821
1415,1,1,0.8611032659005595
1416,0,0,0.1347837478604832
1419,0,0,0.2719093763576525
1421,1,0,0.1911933577066994
1426,1,0,0.2845621887308153
1432,1,0,0.44326570180926045
1434,1,1,0.6839000088497449
1435,0,0,0.07123955163371058
1436,1,1,0.5430459819700858
1439,1,0,0.3883799432336582
1445,0,0,0.24319466730320702
1447,1,1,0.7916226620387118
1448,0,0,0.17497413535314466
1449,0,1,0.7927721228360483
1459,0,0,0.18382676894190594
1461,0,0,0.28775065117493265
1470,0,1,0.6670233514959795
1471,1,0,0.36386513060764347
1475,0,1,0.8571951962464495
1479,1,1,0.8623858779348847
1482,1,1,0.8611032659005595
1483,0,0,0.11081479141857187
1487,0,0,0.4864483521518599
1492,1,1,0.8628111979049519
1507,0,0,0.06798465569655432
1510,1,1,0.5306845815508446
1511,0,1,0.5220507359632501
1514,1,1,0.8649212387735312
1515,1,0,0.4263760897435175
1517,0,0,0.01842357323198803
1523,0,0,0.3415164291640682
1526,0,0,0.05640200355069229
1527,0,0,0.27543231984345995
1528,0,1,0.8156378526617488
1531,0,0,0.010402345301336328
1534,0,1,0.598378362412642
1539,0,0,0.018604394120642583
1540,0,0,0.10014148837228266
1543,0,0,0.1528893933060001
1544,1,1,0.8649212387735312
1547,1,1,0.8628111979049519
1552,1,1,0.8632354118195031
1553,0,1,0.5733698669292586
1554,1,0,0.09787908124391884
1555,0,0,0.21809400032780035
1559,1,1,0.518538656190744
1560,0,0,0.1658065132076159
1563,0,0,0.0894115776126703
1566,0,0,0.2992284042585281
1568,0,0,0.34983343409789575
1570,0,0,0.403055223048766
1571,0,0,0.0969171374579418
1574,0,0,0.11733942821349642
1577,1,1,0.7578413550872706
1580,1,0,0.2566181925363008
1584,1,1,0.7916261220985383
1589,0,0,0.20587673609668855
1590,0,1,0.5358548079827959
1591,1,1,0.639015072903527
1596,0,0,0.07939880127241855
1598,1,0,0.06328618902546951
1599,0,0,0.2250486450259337
1603,1,1,0.7016974525303287
1605,1,1,0.8649212387735312
1611,0,0,0.18342301774206604
1613,1,0,0.49864953763025865
1619,1,1,0.8576339105147418
1623,1,1,0.8199157264908374
1624,1,0,0.3834423429354379
1626,1,1,0.6009008696079662
1635,0,0,0.20010303874833218
1636,0,0,0.38841074069165404
1638,0,0,0.14000360286356933
1641,0,0,0.1101658604411642
1642,1,1,0.7500054597171145
1643,0,0,0.08509643596931148
1644,1,0,0.3651970069411644
1646,0,1,0.8649212387735312
1656,1,1,0.858071500154813
1658,0,1,0.7457026302843215
1659,0,0,0.46165928464478206
1661,1,1,0.8589433116056582
1664,0,0,0.08367841745267213
1665,1,1,0.6883651033475767
1666,0,1,0.615299398436159
1667,1,0,0.39602340240262335
1670,0,1,0.6417975695824314
1671,0,0,0.18357309984068595
1675,0,0,0.08914271847142033
1682,0,1,0.8640805278404738
1683,1,1,0.8645014331408573
1684,0,0,0.06481352438980871
1689,1,1,0.7162565194334247
1691,1,1,0.8649212387735312
1693,1,1,0.7632230875177379
1695,1,1,0.8628111979049519
1696,0,0,0.18487616974565402
1699,1,1,0.8585079666788364
1702,1,1,0.8645014331408573
1704,1,1,0.8640805278404738
1706,1,1,0.777416192192807
1709,0,0,0.2915611889079112
1710,1,1,0.5628061961607942
1712,0,0,0.30291122590548436
1716,1,1,0.8611032659005595
1717,1,1,0.842553860783689
1718,1,1,0.8126817728330865
1723,0,0,0.010227329430972903
1726,0,0,0.14434994677388274
1727,1,1,0.7437443861913157
1729,0,0,0.20940985534926218
1737,0,0,0.31234467312956493
1739,1,0,0.24883752633881354
1741,1,0,0.38083999727163026
1742,0,0,0.11043022222593438
1743,0,1,0.746772291313049
1746,0,0,0.38678571802448897
1748,0,0,0.1517048047440885
1750,0,0,0.07257552161776344
1759,0,0,0.3863039992767759
1761,0,0,0.1394830501347001
1762,1,0,0.4332408161835682
1765,0,0,0.08115912623016934
1766,0,0,0.2251917178442516
1768,0,0,0.3683525733773146
1771,0,0,0.0008874226500652873
1773,0,0,0.18562118692368287
1774,0,1,0.7389446380346275
1775,0,0,0.04446528735400745
1777,1,0,0.28808040614843194
1778,0,1,0.5092170523990593
1781,0,1,0.6155826786578907
1784,1,0,0.05112527961530556
1786,0,0,0.132008796609652
1787,1,1,0.6836998662638947
1791,0,0,0.23065766008304414
1797,0,0,0.1069077330312497
1798,0,0,0.2159990551837861
1802,0,0,0.2996927254891879
1808,1,0,0.04260908210070391
1809,0,0,0.24729933557954153
1810,1,1,0.8411204611680617
1814,0,0,0.10850217042602711
1824,1,1,0.5433604851619409
1825,1,1,0.8632354118195031
1834,0,0,0.37362110504983453
1836,1,1,0.6318162931577435
1837,1,1,0.5014720757682226
1840,1,1,0.8602426320901535
1841,1,1,0.8640805278404738
1843,0,1,0.8645014331408573
1846,1,1,0.6716005858465651
1847,1,1,0.8632354118195031
1848,0,0,0.02916618981595907
1850,0,1,0.5526819817713406
1851,0,1,0.5405425578445071
1853,1,1,0.8593775364607349
1854,0,0,0.2396228224349205
1855,0,0,0.004868352230396081
1857,0,0,0.2894136470959023
1858,0,1,0.5165496892578646
1866,1,1,0.7927363195632321
1868,0,0,0.007252562361466241
1877,1,1,0.6837871676941969
1881,1,1,0.8602426320901535
1885,1,1,0.7027322656748689
1887,1,1,0.8200199684040326
1889,0,0,0.021650885022347514
1892,0,0,0.3580024452281616
1898,1,1,0.842553860783689
1900,1,1,0.816165528578219
1905,1,1,0.6418353594554868
1907,0,0,0.2731187477370709
1908,0,0,0.02341405396487572
1912,1,1,0.8513888940921841
1914,0,0,0.30589518703622076
1916,1,1,0.8628111979049519
1919,0,0,0.2862161751985236
1920,0,0,0.3887938027246236
1924,0,1,0.6035641780016644
1925,0,0,0.4794794996779281
1927,0,0,0.0012932624430223617
1930,1,1,0.5740896173493356
1935,0,1,0.8649212387735312
1937,0,0,0.44149768184955934
1944,0,0,0.2859079948334132
1946,0,0,0.3116776239061045
1954,0,0,0.0014023260865494527
1955,0,0,0.45095006334302873
1958,0,0,0.029102171910116527
1961,1,0,0.2945443756814401
1962,0,0,0.37413360608211266
1965,1,1,0.6448352149461457
1969,0,1,0.8085193116686334
1972,0,0,0.22890455927764616
1976,0,1,0.7241491699419119
1978,0,1,0.858071500154813
1982,0,1,0.7113695546705362
1984,0,0,0.478018082644344
1985,0,0,0.14194781662140335
1987,0,1,0.8029169778353357
1988,0,0,0.3262155551904317
1992,0,0,0.02596445835336777
1993,0,0,0.022016775532557608
1994,0,0,0.16614754920752275
1999,0,0,0.171833219333684
2000,0,0,4.911799090155095e-06
2002,0,0,0.45450185080987476
2006,0,0,0.18742088536705345
2011,1,1,0.8243003785184218
2013,0,0,0.1802661069773499
2014,1,1,0.7520311751925403
2015,0,0,0.3643188746491678
2016,0,1,0.6443347339199076
2017,1,1,0.8619594503271681
2018,1,1,0.5967284701857378
2021,0,0,0.025043091090825722
2022,0,0,0.39603085927979165
2027,0,0,0.31529343977893354
2029,1,1,0.5187182421658224
2030,1,0,0.34880493796102235
2031,0,0,0.02163762834044765
2032,1,0,0.021302621393646685
2033,0,1,0.5007189437970344
2035,0,0,0.2554361568331026
2036,0,1,0.535237409523807
2038,1,1,0.7666211560494695
2041,0,0,0.05595680179443859
2042,1,0,0.3544404131823495
2044,0,0,0.0016003130123384622
2046,1,1,0.7209934674086813
2053,0,1,0.8474381515140339
2057,1,0,0.46726915219853604
2060,0,1,0.7742051723920969
2061,1,1,0.8477198037475902
2068,0,0,0.17855213897577302
2071,0,0,0.01374035871060293
2073,0,0,0.3787566549036733
2075,0,0,0.0127449766300442
2078,1,1,0.8632354118195031
2080,0,0,0.00022057937721733822
2082,1,1,0.730752076923598
2083,0,1,0.5965054243852291
2084,1,0,0.4766214137832318
2087,0,1,0.5812208224172883
2091,1,0,0.2514218619388459
2096,0,0,0.05962727386780329
2101,1,1,0.8527458712323526
2106,0,0,0.33260765544616777
2111,0,0,0.42970077897859893
2112,0,0,0.24960621323962792
2115,0,1,0.7597857959968964
2118,1,1,0.7479942896246229
2119,1,1,0.8632354118195031
2122,0,0,0.04165610026748274
2123,0,1,0.7386379112267442
2125,1,1,0.7172081256548495
2127,1,1,0.7363219623660324
2130,1,1,0.5502492045778541
2133,0,0,0.02652169665889044
2136,1,1,0.6303055405519566
2138,0,0,0.3505629985798589
2139,1,1,0.8193852582241019
2141,1,1,0.6849566779059746
2142,1,1,0.8199295897977611
2143,0,1,0.8467909976286164
2145,0,0,0.24712878590880516
2146,0,0,0.29404296309761274
2147,0,0,0.39571210002633683
2149,1,1,0.8623858779348847
2150,1,1,0.8632354118195031
2151,1,1,0.8204588096587987
2154,1,1,0.773590020054815
2157,0,0,0.1297999098559563
2163,0,0,0.0620803725471356
2164,0,0,0.001974708760051171
2165,1,1,0.8522946882226631
2172,0,0,0.15762061719635773
2174,1,0,0.33207179858802593
2175,1,1,0.7323995658875696
2180,1,1,0.6035810544148041
2183,1,1,0.8140134995849062
2193,0,0,0.21998681357286506
2196,1,1,0.7175399707007959
2200,0,0,0.004014885057011025
2204,0,0,0.011105529807958776
2205,0,0,0.3728566574290778
2207,0,1,0.7413051155889926
2211,1,1,0.7081661277455029
2212,1,1,0.5268631249185565
2216,0,0,0.0076556869080197
2218,0,0,0.3957445300509531
2221,0,0,0.11267288689834373
2223,0,0,0.34735310039191936
2226,1,1,0.6137940513347621
2231,0,0,0.032774449008254124
2237,0,0,0.022675347436059243
2238,0,1,0.6763335295751555
2243,0,0,0.15448661221964585
2244,0,1,0.7571994500692617
2250,1,1,0.7658158164373357
2252,0,0,0.2950393333346333
2256,1,0,0.11250366910954966
2267,1,0,0.09537778865843069
2268,0,1,0.754329013132546
2269,1,0,0.1799853354773053
2270,0,0,0.020031803574657975
2272,1,1,0.7977411124501669
2275,1,1,0.7910335602888516
2276,0,1,0.7322586036893018
2277,1,1,0.6952015316178957
2278,1,1,0.7768732068799743
2280,0,0,0.4379095243506409
2282,0,1,0.8632354118195031
2286,0,1,0.8589433116056582
2289,1,1,0.8632354118195031
2293,0,0,0.2690805966249572
2298,0,0,0.06254027871357139
2303,0,0,0.01722931452162354
2305,1,1,0.8549847030307686
2306,1,1,0.8463248571091152
2310,1,1,0.8085193116686334
2311,0,0,0.07120542355999684
2314,1,1,0.8302839540117882
2315,0,1,0.7789221540308671
2320,0,1,0.7704737312900705
2322,1,1,0.8645014331408573
2324,0,0,0.32736132121397615
2325,1,1,0.8623858779348847
2326,0,1,0.8545392096192461
2328,1,1,0.8593775364607349
2329,0,0,0.04483058671885805
2330,1,1,0.8527458712323526
2336,1,1,0.747531859918056
2337,1,1,0.7658158164373357
2340,0,0,0.09928445301107235
2343,0,0,0.19998606942736447
2345,0,0,0.04970041581262731
2346,1,1,0.8619594503271681
2348,0,0,0.12027138879643029
2349,0,0,0.35948595106866965
2350,1,1,0.8477198037475902
2352,0,0,0.4654663508664811
2353,0,0,0.15087553282089453
2356,0,1,0.8302839540117882
2357,1,0,0.15363547641569728
2360,1,1,0.8387079642757069
2363,0,0,0.0797130070511492
2366,1,1,0.7811795516632029
2369,0,1,0.7322586036893018
2371,1,0,0.22162638279994987
2373,0,1,0.7779594352195285
